,GEBRUIK,TT,UF,BT,RT,CBS English,NT,Historische notitie,Scope notitie
asielaanvragen,asielverzoek,999,999,999,999,999,999,999,999
asielketen,999,veiligheid en recht,999,asielrecht,999,asylum chain,999,999,999
asielmigranten,asielzoekers,999,999,999,999,999,999,999,999
asielrecht,999,veiligheid en recht,asiel en verblijf,vreemdelingenrecht,"derdelanders, asielzoekerscentra",asylum law,"verwijdering asielzoeker, asielverzoek, asielketen",999,999
asielvergunning,999,veiligheid en recht,asiel,verblijfsvergunning,999,asylum permit,999,999,999
asielverzoek,999,veiligheid en recht,"asielverzoeken, asielaanvragen",asielrecht,asielzoekers,asylum request,999,999,999
asielverzoeken,asielverzoek,999,999,999,999,999,999,999,999
asielzoekers,999,bevolking,asielmigranten,migratie,"asielzoekerscentra, asielverzoek",asylumseekers,"vluchtelingen, verblijfsduur in Nederland, uitgeprocedeerde asielzoekers, alleenstaande minderjarige vreemdeling",999,999
asielzoekerscentra,999,zorg en gezondheid,"COA, Centraal Orgaan opvang asielzoekers, azc",maatschappelijke opvang,"asielzoekers, asielrecht",asylumseeker centres,999,999,999
Assen,999,overheid en politiek,999,Drenthe,999,Assen,999,999,999
astma,COPD,999,999,999,999,999,999,999,999
atheneum,999,onderwijs,999,vwo,999,atheneum pre-university secondary education,999,999,999
attractieparken,999,recreatie en cultuur,pretparken,recreatie,999,amusement parks,999,999,999
atv,arbeidsduurverkorting,999,999,999,999,999,999,999,999
audiovisueel,999,recreatie en cultuur,999,kunstzinnige vorming,999,audiovisual,999,999,999
audiovisuele diensten,999,recreatie en cultuur,999,cultuur,999,audiovisual services,999,999,999
Australië,999,geografie,999,Oceanië,999,Australia,999,999,999
autisme,999,zorg en gezondheid,999,ziekten,999,autism,999,999,999
auto,personenauto's,999,999,999,999,999,999,999,999
auto's,personenauto's,999,999,999,999,999,999,999,999
auto- en motorbranche,autobranche,999,999,999,999,999,999,999,999
auto-industrie,999,industrie en energie,999,"automobielindustrie, vliegtuigen, treinen en dergelijke",999,motor vehicle industry,999,999,999
autobezit,999,verkeer en vervoer,999,vervoermiddellenbezit,999,car ownership,999,999,999
autobranche,999,diensten,"motorbranche, autoverkoop, autohandel, auto- en motorbranche",handel,"personenauto's, motorfietsen",motor vehicle industry,999,999,999
autobus,autobussen,999,999,999,999,999,999,999,999
autobussen,999,verkeer en vervoer,"motorbussen, bus, autobus",bedrijfsvoertuigen,touringcarbedrijven,buses,999,999,999
autochtonen,999,bevolking,Nederlandse achtergrond,herkomstgroepering,999,people with a Dutch background,999,999,999
autodiesel,diesel,999,999,999,999,999,999,999,999
autogas,lpg,999,999,999,999,999,999,999,999
autogebruikers,999,verkeer en vervoer,automobilist,reizigers,999,car users,999,999,999
autohandel,autobranche,999,999,999,999,999,999,999,999
automatiseringsdienstverlening,informatietechnologie-dienstverlening,999,999,999,999,999,999,999,999
automatiseringskosten,999,bedrijven,999,bedrijfslasten,999,automation costs,licentierechten,999,999
"automobielindustrie, vliegtuigen, treinen en dergelijke",999,industrie en energie,999,industrie,999,"automotive industry, aircraft, trains etc. ","vliegtuigindustrie, scheepsbouwindustrie, auto-industrie",999,999
automobilist,autogebruikers,999,999,999,999,999,999,999,999
autorijbewijs,rijbewijsbezit,999,999,999,999,999,999,999,999
autosloop,999,verkeer en vervoer,"sloopauto's, sloop",mutaties van het voertuigenpark,wrakken,demolition,999,999,999
autoverkoop,autobranche,999,999,999,999,999,999,999,999
avo,voortgezet onderwijs,999,999,999,999,999,999,999,999
AWBZ,Wet langdurige zorg,999,999,999,999,999,999,999,999
azc,asielzoekerscentra,999,999,999,999,999,999,999,999
Azië,999,geografie,999,geografie,999,Asia,"Turkije, Syrië, Libanon, Japan, Israël, Iran, Irak, Indonesië, India, China, Afghanistan",999,999
B-formulier,doodsoorzaakverklaring,999,999,999,999,999,999,999,999
B-verklaring,doodsoorzaakverklaring,999,999,999,999,999,999,999,999
baanzekerheid,arbeidspositie,999,999,999,999,999,999,999,999
baarmoederhalskanker,999,zorg en gezondheid,999,kanker,bevolkingsonderzoek baarmoederhalskanker,cervical cancer,999,999,999
baby,geboorten,999,999,999,999,999,999,999,999
baby's,geboorten,999,999,999,999,999,999,999,999
babysterfte,zuigelingensterfte,999,999,999,999,999,999,999,999
bachelor,999,onderwijs,999,opleidingsfase,999,bachelor,999,999,999
bachelordiploma,999,onderwijs,999,diploma,999,bachelor degree,999,999,999
BAG,999,bouwen en wonen,Basisregistratie Adressen en Gebouwen,bebouwing,registertellingen, Basic Register of Addresses and Buildings (BAG),999,999,999
baldadigheid,999,veiligheid en recht,999,overtredingen,999,public mischief,999,999,999
banen,werkgelegenheid,999,999,999,999,999,999,999,999
banken,999,diensten,999,financiële diensten,999,banks,rentemarge,999,999
banksparen,999,macro-economie,999,spaarvormen,999,bank saving,999,999,999
bar,cafés,999,999,999,999,999,999,999,999
basisberoepsgerichte leerweg,999,onderwijs,999,vmbo,999,basic vocational programme,999,999,999
basiseducatie,999,onderwijs,999,volwasseneneducatie,laaggeletterdheid,adult basic education,999,999,999
basisonderwijs,999,onderwijs,basisschool,primair onderwijs,basisscholen,primary education,"lager onderwijs, kleuteronderwijs",999,999
Basisregistratie Adressen en Gebouwen,BAG,999,999,999,999,999,999,999,999
Basisregistratie Personen,999,bevolking,"Gemeentelijke Basis Administratie, GBA, BRP",inwoners,registertellingen,999,999,999,999
basisscholen,999,onderwijs,999,scholen,basisonderwijs,primary schools,999,999,999
basisschool,basisonderwijs,999,999,999,999,999,999,999,999
basisverlegging,999,statistische methoden,999,indexmethoden,999,base shift,999,999,999
basisverzekering,999,zorg en gezondheid,999,zorgverzekering,999,basic insurance ,999,999,999
basisvorming,eerste fase,999,999,999,999,999,999,999,999
bastaarden,buitenechtelijke geboorten,999,999,999,999,999,999,999,999
bastaardkinderen,buitenechtelijke geboorten,999,999,999,999,999,999,999,999
bastaards,buitenechtelijke geboorten,999,999,999,999,999,999,999,999
BBG,bodemgebruik,999,999,999,999,999,999,999,999
bbl,beroepsbegeleidende leerweg,999,999,999,999,999,999,999,999
bbp,999,macro-economie,"productie en bestedingen, gbp, bruto binnenlands product",nationaal inkomen,999,GDP,"toegevoegde waarde, bestedingen, arbeidsproductiviteit",999,999
BBV,999,overheid en politiek,"financiële verslaglegging, besluit begroting en verantwoording",financiële verantwoording,999,BBV,999,999,999
BDU,brede doeluitkering,999,999,999,999,999,999,999,999
bebouwd terrein,999,natuur en milieu,999,bodemgebruik,999,built-up area,"woongebied, bedrijventerrein",999,999
bebouwde kom,999,regionale indelingen,"binnen de kom, binnen de bebouwde kom",bevolkingskernen,999,built-up area,999,999,999
bebouwde omgeving,bebouwing,999,999,999,999,999,999,999,999
bebouwing,999,bouwen en wonen,"gebouwde omgeving, bebouwde omgeving",wonen,999,buildings,"oppervlakte bebouwing, bebouwingsdichtheid, BAG",999,999
bebouwingsdichtheid,999,bouwen en wonen,999,bebouwing,stedelijkheid,building density,999,999,999
bed and breakfast,999,recreatie en cultuur,bed&breakfast,logiesvormen,999,bed and breakfast,999,999,999
bed&breakfast,bed and breakfast,999,999,999,999,999,999,999,999
bedden,999,recreatie en cultuur,999,capaciteit,999,beds,999,999,999
bedeling,armenzorg,999,999,999,999,999,999,999,999
bedreigde diersoorten,rode lijst,999,999,999,999,999,999,999,999
bedreiging,999,veiligheid en recht,999,geweldsmisdrijf,999,threat ,999,999,999
bedrijf,bedrijven,999,999,999,999,999,999,999,999
bedrijfsafval,999,natuur en milieu,bedrijfsafvalstoffen,afval,999,industrial waste,999,999,999
bedrijfsafvalstoffen,bedrijfsafval,999,999,999,999,999,999,999,999
bedrijfsbeëindigingen,999,bedrijven,opheffingen,bedrijvendynamiek,faillissementen,business closures,999,999,999
bedrijfschappen,999,overheid en politiek,999,publiekrechtelijke bedrijfsorganen,999,business associations,999,999,999
bedrijfsclassificaties,999,bedrijven,999,bedrijven,999,business classifications,"SBI, bedrijfstak",999,999
bedrijfseconomische indicatoren,bedrijfsfinanciën,999,999,999,999,999,999,999,999
bedrijfseenheid,999,bedrijven,999,Algemeen Bedrijven Register,vestigingen,business unit,lokale bedrijfseenheid,999,999
bedrijfsfinanciën,999,bedrijven,bedrijfseconomische indicatoren,bedrijven,999,corporate finance,"voorraden, orders, kapitaal, jaarrekeningen, investeringsverwachting, bedrijfsresultaten, bedrijfsopbrengsten, bedrijfslasten, aandeelhouders",999,999
bedrijfsgebouwen,utiliteitsbouw,999,999,999,999,999,999,999,999
bedrijfsgezondheidszorg,999,arbeid en sociale zekerheid,999,arbeidsomstandigheden,999,occupational health care,999,999,999
bedrijfshoofden,boeren,999,999,999,999,999,999,999,999
bedrijfsinnovatie,999,kenniseconomie,999,innovatie,999,business innovation,999,999,999
bedrijfsinvesteringen,999,macro-economie,999,investeringen,999,business investment,999,999,999
bedrijfskantines,kantines,999,999,999,999,999,999,999,999
bedrijfslasten,999,bedrijven,999,bedrijfsfinanciën,investeringen,operating expenses,"verzekeringsuitkeringen, sponsoring, sociale premies ten laste van werkgevers, personeelskosten, inkoopwaarde, huisvestingslasten, automatiseringskosten, afschrijvingen",999,999
bedrijfsomvang,999,bedrijven,999,demografie van bedrijven,999,business size,"personeel, grootteklasse",999,999
bedrijfsongelukken,arbeidsongevallen,999,999,999,999,999,999,999,999
bedrijfsongevallen,arbeidsongevallen,999,999,999,999,999,999,999,999
bedrijfsopbrengsten,999,bedrijven,opbrengsten,bedrijfsfinanciën,Nederlandse grootte-eenheid,operating returns,"provisie, omzet",999,999
bedrijfsopleidingen,999,onderwijs,999,levenlang leren,999,company courses,999,999,999
bedrijfsoprichtingen,oprichtingen,999,999,999,999,999,999,999,999
bedrijfsopvolging,999,bedrijven,voortzettingen,bedrijvendynamiek,999,continuations,999,999,999
bedrijfsresultaat,bedrijfsresultaten,999,999,999,999,999,999,999,999
bedrijfsresultaten,999,bedrijven,"ondernemingswinst, nettoresultaat, exploitatieresultaat, bedrijfswinst, bedrijfsresultaat",bedrijfsfinanciën,999,operating results,winst,999,999
bedrijfsspaarregelingen,999,arbeid en sociale zekerheid,bedrijfssparen,arbeidsvoorwaarden,999,employee savings scheme,"spaarlonen, levensloopregeling",999,999
bedrijfssparen,bedrijfsspaarregelingen,999,999,999,999,999,999,999,999
bedrijfstak,999,bedrijven,"sectoren, sector, bedrijfstakken",bedrijfsclassificaties,999,branch of industry,"topsectoren, branche",999,999
bedrijfstakken,bedrijfstak,999,999,999,999,999,999,999,999
bedrijfstellingen,999,bedrijven,999,bedrijven,999,business survey,999,999,999
bedrijfsterrein,bedrijventerrein,999,999,999,999,999,999,999,999
bedrijfsvestigingen,vestigingen,999,999,999,999,999,999,999,999
bedrijfsvoering,999,CBS corporate termen,999,CBS Corporate,999,management ,"organogram, kwaliteitswaarborging, jaarverslagen, jaarplannen, gedragscode, databeveiliging, aanbestedingen",999,999
bedrijfsvoertuig,bedrijfsvoertuigen,999,999,999,999,999,999,999,999
bedrijfsvoertuigen,999,verkeer en vervoer,bedrijfsvoertuig,motorvoertuigen,999,commercial vehicles,"vrachtauto's, trekkers, terreinwagens, speciale voertuigen, landbouwvoertuigen, bestelauto's, autobussen",999,999
bedrijfswinst,bedrijfsresultaten,999,999,999,999,999,999,999,999
bedrijven,999,999,"ondernemingen, onderneming, bedrijf",999,landbouwbedrijven,businesses,"structuur van bedrijven, productie, productclassificaties, ondernemingsklimaat, demografie van bedrijven, bedrijfstellingen, bedrijfsfinanciën, bedrijfsclassificaties, Algemeen Bedrijven Register",999,999
bedrijvendemografie,demografie van bedrijven,999,999,999,999,999,999,999,999
bedrijvendynamiek,999,bedrijven,economische demografie,demografie van bedrijven,999,business demography,"vestigingen, overnames, overlevingskansen van bedrijven, opsplitsing, oprichtingen, herstructurering, fusies, bedrijfsopvolging, bedrijfsbeëindigingen",999,999
bedrijventerrein,999,natuur en milieu,bedrijfsterrein,bebouwd terrein,999,commercial area,999,999,999
bedrog,999,veiligheid en recht,fraude,vermogensmisdrijf,999,fraud,999,999,999
beeldbank,999,CBS corporate termen,foto's,persdienst,999,image library,999,999,999
beeldende kunst,999,recreatie en cultuur,kunst,kunstvormen,999,visual arts,999,999,999
begraafplaats,999,natuur en milieu,999,semi-bebouwd terrein,999,cemetery,999,999,999
begrippen,begrippenlijst,999,999,999,999,999,999,999,999
begrippenlijst,999,CBS corporate termen,begrippen,contact,999,glossary,999,999,999
begrotingstekort,999,overheid en politiek,"overheidstekort, financiëringstekort, financieringsbehoefte, EMU-tekort",rijksbegroting,999,budget deficit,drie procentsnorm,999,999
behaald onderwijsniveau,opleidingsniveau,999,999,999,999,999,999,999,999
bejaarden,ouderen,999,999,999,999,999,999,999,999
bejaardentehuis,verzorgingshuizen,999,999,999,999,999,999,999,999
bejaardenwoningen,seniorenwoningen,999,999,999,999,999,999,999,999
Belarus,Wit-Rusland,999,999,999,999,999,999,999,999
belasting,belastingen,999,999,999,999,999,999,999,999
belasting op auto,motorrijtuigenbelasting,999,999,999,999,999,999,999,999
belasting over de toegevoegde waarde,btw,999,999,999,999,999,999,999,999
Belastingdienst,999,overheid en politiek,999,Ministerie van Financiën,999,Dutch tax and customs administration,999,999,999
belastingdruk,999,inkomen en vermogen,999,belastingen,999,tax burden,999,999,999
belastingen,999,inkomen en vermogen,"lasten, heffingen, belasting",inkomens,ontvangen belastingen,taxes,"vermogensbelasting, motorrijtuigenbelasting, inkomstenbelasting, consumptiegebonden belasting, belastingvoordelen, belastingdruk",999,999
belastingopbrengsten,ontvangen belastingen,999,999,999,999,999,999,999,999
belastingverhoging,lastenverzwaring,999,999,999,999,999,999,999,999
belastingverlaging,lastenverlichting,999,999,999,999,999,999,999,999
belastingvoordelen,999,inkomen en vermogen,999,belastingen,999,tax incentives,999,999,999
beldo-lijst,999,bevolking,999,doodsoorzaken,999,list of main causes of death,verdrinking,999,999
beleggen,beleggingen,999,999,999,999,999,999,999,999
beleggingen,999,macro-economie,beleggen,financiële markten,financiële producten,invest,beleggingsopbrengsten,999,999
beleggingsfondsen,999,macro-economie,999,fondsen,institutionele beleggers,investment funds,999,999,999
beleggingsinstellingen,999,diensten,999,institutionele beleggers,999,collective investment schemes,999,999,999
beleggingsopbrengsten,999,macro-economie,999,beleggingen,999,investment earnings,999,999,999
beleidsmakers,999,CBS corporate termen,999,zakenrelaties,999,policy-makers,999,999,999
beleidsmatig minimum,sociaal minimum,999,999,999,999,999,999,999,999
beleidsregel,999,veiligheid en recht,999,bestuursrecht,999,policy rule,999,999,999
beleidssepot,999,veiligheid en recht,999,sepot,999,dismissal by the public prosecutor,999,999,999
beleidsterreinen,nationale problemen,999,999,999,999,999,999,999,999
beleving,999,zorg en gezondheid,999,welzijn,"veiligheidsbeleving, relatiebeleving",experience,geluksgevoel,999,999
België,999,geografie,999,"Europese Unie, Europa, EMU",999,Belgium,999,999,999
beloningsverschillen,loonverschil,999,999,999,999,999,999,999,999
bemesting,mestproductie,999,999,999,999,999,999,999,999
benzine,999,industrie en energie,motorbenzine,motorbrandstoffen,999,gasoline,"Super plus loodvrij, Super plus, Super met loodvervanger, Super loodvrij, Super, Normaal loodvrij, Normaal, loodvrije motorbenzine, loodhoudende motorbenzine",999,999
benzine Euro95,Normaal loodvrij,999,999,999,999,999,999,999,999
beperkingen en klachten,999,zorg en gezondheid,999,welzijn,kwaliteit van leven,restrictions and complaints,"handicaps, activiteitenbeperking",999,999
berechting,999,veiligheid en recht,999,gerechtelijke procedure,999,prosecution,999,999,999
beregeningsinstallaties,999,landbouw en visserij,999,landbouwinstallaties,999,irrigation systems,999,999,999
berichtgevers,999,CBS corporate termen,"dataleveranciers, data aanleveren",deelnemers,administratieve lasten,respondents,999,999,999
beroepen,999,arbeid en sociale zekerheid,999,beroepsclassificaties,999,occupations,999,999,999
beroepsbegeleidende leerweg,999,onderwijs,"leerlingwezen, bbl",middelbaar beroepsonderwijs,999,block or day release programme,999,999,999
beroepsbevolking,999,arbeid en sociale zekerheid,"bruto-arbeidsparticipatie, arbeidsparticipatie, arbeidsdeelname, arbeidsaanbod",potentiële beroepsbevolking,999,labour force,"werkzame beroepsbevolking, werkloze beroepsbevolking",999,999
beroepsclassificaties,999,arbeid en sociale zekerheid,999,arbeid,999,occupational classification,"Standaard Beroepenclassificatie 1992, International Standard Classification of Occupations 1988, beroepen",999,999
